Time,Heart Rate
09:16:04,70
09:16:14,72
09:16:19,86
09:16:24,91
09:16:29,91
09:16:39,90
09:16:44,89
09:16:49,86
09:16:54,85
09:16:59,86
09:17:04,88
09:17:09,89
09:17:14,93
09:17:19,95
09:17:24,98
09:17:29,101
09:17:34,104
09:17:39,107
09:17:44,109
09:17:59,109
09:18:09,110
09:18:14,111
09:18:19,113
09:18:24,114
09:18:39,113
09:18:44,112
09:18:49,110
09:18:54,109
09:19:04,112
09:19:09,114
09:19:14,113
09:19:24,112
09:19:29,111
09:19:39,113
09:19:44,116
09:19:49,118
09:19:59,117
09:20:04,115
09:20:09,114
09:20:19,113
09:20:29,111
09:20:34,110
09:20:49,111
09:20:54,108
09:20:59,107
09:21:04,105
09:21:19,105
09:21:24,104
09:21:29,103
09:21:39,104
09:21:44,107
09:21:49,108
09:21:54,107
09:22:03,107
09:22:08,106
09:22:13,105
09:22:18,106
09:22:23,107
09:22:28,109
09:22:38,107
09:22:43,110
09:22:48,113
09:23:03,113
09:23:13,115
09:23:18,116
09:23:23,117
09:23:33,116
09:23:38,113
09:23:43,111
09:23:48,112
09:23:53,111
09:24:08,111
09:24:23,112
09:24:28,111
09:24:33,109
09:24:38,108
09:24:43,112
09:24:48,112
09:24:53,108
09:24:58,107
09:25:03,104
09:25:08,99
09:25:23,100
09:25:28,99
09:25:38,100
09:25:43,99
09:25:53,98
09:26:08,100
09:26:13,99
09:26:28,100
09:26:33,102
09:26:38,103
09:26:43,104
09:26:48,102
09:26:53,96
09:26:58,95
09:27:08,94
09:27:18,93
09:27:23,96
09:27:28,95
09:27:33,94
09:27:38,80
09:27:43,79
09:27:48,77
09:27:53,75
09:28:03,74
09:28:08,75
09:28:18,74
09:28:28,75
09:28:38,76
09:28:43,77
09:28:53,78
09:29:03,79
09:29:08,78
09:29:13,77
09:29:18,78
09:29:23,79
09:29:28,78
09:29:33,76
09:29:38,74
09:29:48,73
09:29:53,71
09:29:58,70
09:30:03,71
09:30:08,73
09:30:13,72
09:30:18,73
09:30:33,73
09:30:48,74
09:31:03,74
09:31:08,75
09:31:23,75
09:31:33,77
09:31:39,78
09:31:44,77
09:31:49,76
09:31:54,75
09:32:09,75
09:32:19,74
09:32:34,73
09:32:39,72
09:32:49,71
09:32:59,73
09:33:04,74
09:33:14,75
09:33:24,74
09:33:29,73
09:33:39,74
09:33:49,75
09:34:04,76
09:34:09,78
09:34:14,79
09:34:19,77
09:34:24,75
09:34:29,74
09:34:44,74
09:34:49,75
09:34:59,74
09:35:04,73
09:35:09,74
09:35:14,75
09:35:29,74
09:35:44,75
09:35:49,76
09:36:04,76
09:36:09,78
09:36:14,79
09:36:29,79
09:36:39,80
09:36:44,82
09:36:54,82
09:37:04,81
09:37:09,79
09:37:14,78
09:37:19,77
09:37:24,78
09:37:29,77
09:37:34,76
09:37:49,75
09:37:54,74
09:38:04,76
09:38:09,76
09:38:24,76
09:38:29,72
09:38:34,71
09:38:44,71
09:38:49,72
09:38:54,72
09:39:04,73
09:39:09,74
09:39:19,75
09:39:34,75
09:39:49,74
09:39:54,73
09:39:59,74
09:40:04,75
09:40:19,73
09:40:24,72
09:40:39,71
09:40:44,72
09:40:59,73
09:41:04,74
09:41:14,75
09:41:19,74
09:41:29,75
09:41:34,76
09:41:39,75
09:41:54,75
09:42:09,75
09:42:14,74
09:42:19,72
09:42:24,71
09:42:29,71
09:42:39,72
09:42:44,72
09:42:49,73
09:43:04,73
09:43:19,72
09:43:34,72
09:43:49,72
09:43:59,73
09:44:14,73
09:44:24,74
09:44:29,75
09:44:44,74
09:44:49,73
09:44:59,72
09:45:04,73
09:45:14,74
09:45:24,75
09:45:39,75
09:45:54,75
09:45:59,73
09:46:14,73
09:46:29,74
09:46:44,74
09:46:59,74
09:47:04,75
09:47:09,76
09:47:14,77
09:47:19,76
09:47:24,75
09:47:29,74
09:47:44,73
09:47:54,72
09:48:09,72
09:48:19,74
09:48:24,73
09:48:39,73
09:48:54,73
09:49:09,73
09:49:19,72
09:49:24,73
09:49:39,73
09:49:44,72
09:49:54,71
09:50:04,72
09:50:09,71
09:50:24,71
09:50:29,72
09:50:34,71
09:50:44,72
09:50:59,72
09:51:04,71
09:51:09,73
09:51:14,74
09:51:19,75
09:51:25,75
09:51:35,74
09:51:40,73
09:51:50,72
09:51:55,71
09:52:00,70
09:52:10,71
09:52:25,72
09:52:30,71
09:52:45,70
09:52:50,71
09:53:00,73
09:53:15,73
09:53:20,72
09:53:25,71
09:53:40,71
09:53:55,70
09:54:00,69
09:54:15,69
09:54:20,70
09:54:25,69
09:54:40,69
09:54:55,69
09:55:00,71
