Time,Heart Rate
09:19:06,70
09:19:16,71
09:19:21,82
09:19:26,84
09:19:31,86
09:19:41,84
09:19:46,86
09:20:01,86
09:20:06,87
09:20:11,88
09:20:16,89
09:20:26,88
09:20:31,87
09:20:36,84
09:20:41,85
09:20:46,84
09:20:51,83
09:20:56,82
09:21:01,83
09:21:11,81
09:21:21,80
09:21:36,80
09:21:51,79
09:21:56,78
09:22:06,79
09:22:21,83
09:22:26,84
09:22:31,83
09:22:36,86
09:22:41,86
09:22:46,84
09:22:51,84
09:23:06,84
09:23:11,85
09:23:16,88
09:23:26,89
09:23:31,93
09:23:36,96
09:23:41,97
09:23:46,99
09:23:56,100
09:24:01,99
09:24:11,96
09:24:26,98
09:24:31,100
09:24:36,99
09:24:41,109
09:24:46,110
09:24:51,109
09:24:56,107
09:25:01,97
09:25:08,97
09:25:18,100
09:25:23,102
09:25:28,103
09:25:33,104
09:25:38,104
09:25:43,103
09:25:53,102
09:25:58,101
09:26:03,99
09:26:08,100
09:26:13,97
09:26:18,99
09:26:23,102
09:26:28,103
09:26:33,102
09:26:38,101
09:26:48,100
09:26:53,99
09:26:58,98
09:27:08,99
09:27:13,100
09:27:18,102
09:27:23,100
09:27:28,95
09:27:38,94
09:27:43,98
09:27:50,98
09:27:55,101
09:28:00,103
09:28:05,102
09:28:15,101
09:28:20,102
09:28:25,108
09:28:30,109
09:28:35,108
09:28:45,109
09:28:55,106
09:29:00,99
09:29:05,96
09:29:10,97
09:29:15,99
09:29:20,98
09:29:25,100
09:29:30,101
09:29:35,102
09:29:40,101
09:29:45,96
09:29:55,103
09:30:00,107
09:30:05,109
09:30:10,111
09:30:15,116
09:30:20,118
09:30:25,118
09:30:30,119
09:30:40,121
09:30:45,122
09:30:50,121
09:30:55,122
09:31:10,123
09:31:20,124
09:31:35,125
09:31:40,126
09:31:45,127
09:31:50,128
09:32:00,127
09:32:15,127
09:32:20,128
09:32:25,132
09:32:30,133
09:32:35,132
09:32:40,131
09:32:45,130
09:33:00,130
09:33:05,129
09:33:10,128
09:33:15,127
09:33:25,129
09:33:35,130
09:33:40,131
09:33:45,132
09:33:55,133
09:34:10,132
09:34:15,131
09:34:20,129
09:34:25,128
09:34:30,129
09:34:35,131
09:34:45,129
09:34:55,128
09:35:00,125
09:35:05,117
09:35:10,116
09:35:15,114
09:35:20,115
09:35:25,116
09:35:30,119
09:35:35,121
09:35:50,121
09:35:55,124
09:36:10,124
09:36:20,125
09:36:30,124
09:36:35,123
09:36:50,123
09:36:51,124
09:37:01,123
09:37:06,120
09:37:11,117
09:37:16,116
09:37:21,119
09:37:26,122
09:37:31,122
09:37:36,119
09:37:41,116
09:37:46,112
09:37:51,111
09:38:01,108
09:38:06,103
09:38:11,96
09:38:16,90
09:38:26,91
09:38:31,99
09:38:36,101
09:38:41,97
09:38:46,93
09:38:51,91
09:38:56,89
09:39:01,87
09:39:16,86
09:39:21,85
09:39:26,85
09:39:31,84
09:39:36,84
09:39:41,83
09:39:46,82
09:39:51,78
09:40:06,78
09:40:16,79
09:40:21,78
09:40:31,77
09:40:46,75
09:40:51,77
09:40:56,78
09:41:01,77
09:41:06,73
09:41:11,69
09:41:16,77
09:41:21,79
09:41:26,80
09:41:31,83
09:41:36,84
09:41:46,83
09:41:51,82
09:41:56,79
09:42:11,79
09:42:21,80
09:42:26,81
09:42:31,82
09:42:41,83
09:42:46,82
